PID,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,loan_status
1986041,1237119,,25000.0,25000.0,25000.0, 36 months,17.09%,892.44,D,D1,Senior Security Engineer,< 1 year,MORTGAGE,130000.0,Source Verified,Oct-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120502681,,credit_card,Credit card refinancing,852xx,AZ,11.24,0.0,Jul-92,675.0,679.0,1.0,69.0,,9.0,0.0,24737.0,88%,13.0,w,0.0,0.0,26324.74896,26324.75,25000.0,1324.75,0.0,0.0,0.0,Jan-18,24504.26,,Mar-20,744.0,740.0,0.0,69.0,1.0,Individual,,,,0.0,0.0,295857.0,1.0,2.0,0.0,1.0,16.0,6368.0,47.0,1.0,3.0,9608.0,75.0,28100.0,0.0,0.0,4.0,5.0,32873.0,2251.0,91.5,0.0,0.0,36.0,303.0,1.0,1.0,2.0,13.0,69.0,1.0,69.0,1.0,5.0,6.0,5.0,8.0,2.0,6.0,9.0,6.0,9.0,0.0,0.0,0.0,1.0,92.3,80.0,0.0,0.0,314150.0,31105.0,26500.0,13500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
508288,642875,,8500.0,8500.0,8500.0, 36 months,14.47%,292.46,C,C2,Security Officer,3 years,RENT,42850.0,Source Verified,Dec-18,n,https://lendingclub.com/browse/loanDetail.action?loan_id=145428179,,credit_card,Credit card refinancing,461xx,IN,22.85,0.0,Jun-10,700.0,704.0,3.0,,49.0,16.0,1.0,3795.0,17.20%,21.0,f,0.0,0.0,3918.72,3918.72,1781.47,843.84,0.0,1293.41,232.8138,Sep-19,292.46,,Apr-20,504.0,500.0,0.0,,1.0,Individual,,,,0.0,733.0,23491.0,1.0,3.0,1.0,3.0,10.0,19696.0,82.0,2.0,5.0,1385.0,51.0,22100.0,6.0,1.0,6.0,8.0,1468.0,12641.0,18.4,0.0,0.0,102.0,43.0,1.0,1.0,0.0,13.0,,2.0,,0.0,9.0,11.0,9.0,9.0,6.0,13.0,15.0,11.0,16.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,46078.0,23491.0,15500.0,23978.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,Y
1027555,1672675,,17000.0,17000.0,17000.0, 60 months,17.99%,431.6,D,D2,Laborer,1 year,MORTGAGE,62000.0,Not Verified,Oct-16,n,https://lendingclub.com/browse/loanDetail.action?loan_id=90697509,,debt_consolidation,Debt consolidation,028xx,RI,27.72,0.0,Sep-00,665.0,669.0,2.0,,104.0,13.0,1.0,18680.0,76.90%,23.0,w,0.0,0.0,19204.19883,19204.2,17000.0,2204.2,0.0,0.0,0.0,Jun-17,16158.22,,Aug-20,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,188124.0,2.0,4.0,0.0,1.0,13.0,18736.0,57.0,2.0,5.0,4810.0,65.0,24300.0,4.0,2.0,3.0,6.0,14471.0,665.0,95.9,0.0,0.0,81.0,193.0,4.0,4.0,1.0,21.0,,3.0,,0.0,5.0,8.0,5.0,7.0,10.0,8.0,12.0,8.0,13.0,0.0,0.0,0.0,2.0,100.0,100.0,1.0,0.0,215376.0,37416.0,16400.0,32913.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1413954,695430,,12000.0,12000.0,12000.0, 60 months,11.31%,262.77,B,B3,SST II,7 years,MORTGAGE,90000.0,Source Verified,Nov-18,n,https://lendingclub.com/browse/loanDetail.action?loan_id=143669238,,debt_consolidation,Debt consolidation,063xx,CT,18.03,0.0,Aug-07,680.0,684.0,2.0,33.0,,7.0,0.0,7414.0,80.60%,20.0,w,9082.71,9082.71,4985.09,4985.09,2917.29,2067.8,0.0,0.0,0.0,Aug-20,262.77,Sep-20,Aug-20,714.0,710.0,0.0,43.0,1.0,Individual,,,,0.0,0.0,189213.0,1.0,3.0,3.0,5.0,4.0,60103.0,86.0,0.0,3.0,5676.0,84.0,9200.0,6.0,3.0,11.0,8.0,27030.0,1586.0,82.4,0.0,0.0,131.0,127.0,13.0,4.0,3.0,18.0,59.0,4.0,59.0,3.0,2.0,2.0,2.0,3.0,12.0,3.0,5.0,2.0,7.0,0.0,0.0,0.0,3.0,75.0,50.0,0.0,0.0,235600.0,67517.0,9000.0,62990.0,,,,,,,,,,,,,,N,CVD19SKIP,INCOMECURT,COMPLETE,2.0,0.0,Apr-20,Jun-20,Apr-20,2.0,0.0,ACTIVE,177.72,9469.78,262.77,N,,,,,,,N
2344790,1973176,,18000.0,18000.0,18000.0, 36 months,9.75%,578.7,B,B3,Staff Accountant,< 1 year,RENT,60000.0,Verified,Feb-16,n,https://lendingclub.com/browse/loanDetail.action?loan_id=70581200,,credit_card,Credit card refinancing,946xx,CA,9.98,0.0,Sep-02,690.0,694.0,0.0,,,14.0,0.0,18739.0,79.40%,37.0,w,0.0,0.0,18491.56,18491.56,18000.0,491.56,0.0,0.0,0.0,May-16,17270.79,,May-16,789.0,785.0,0.0,,1.0,Individual,,,,0.0,0.0,132425.0,0.0,3.0,0.0,1.0,17.0,113686.0,32.0,0.0,1.0,8033.0,58.0,23600.0,0.0,5.0,1.0,2.0,11035.0,152.0,98.9,0.0,0.0,160.0,140.0,13.0,13.0,0.0,13.0,,9.0,,0.0,4.0,8.0,4.0,8.0,14.0,11.0,23.0,8.0,14.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,151061.0,132425.0,13800.0,127461.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1183295,1001542,,20000.0,20000.0,20000.0, 36 months,17.47%,717.75,D,D1,,,RENT,20000.0,Source Verified,Apr-18,n,https://lendingclub.com/browse/loanDetail.action?loan_id=131058255,,debt_consolidation,Debt consolidation,945xx,CA,1.5,0.0,Nov-03,795.0,799.0,0.0,,,1.0,0.0,40.0,0.80%,3.0,w,0.0,0.0,22891.790119999998,22891.79,20000.0,2891.79,0.0,0.0,0.0,Mar-19,15733.7,,Mar-19,744.0,740.0,0.0,,1.0,Joint App,68000.0,24.79,Source Verified,0.0,0.0,40.0,1.0,0.0,0.0,0.0,,0.0,,1.0,2.0,40.0,1.0,5000.0,0.0,0.0,0.0,2.0,40.0,4960.0,0.8,0.0,0.0,,173.0,1.0,1.0,0.0,1.0,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,5000.0,40.0,5000.0,0.0,22907.0,630.0,634.0,Apr-91,1.0,0.0,5.0,99.6,2.0,15.0,0.0,0.0,17.0,N,,,,,,,,,,,,,,,N,,,,,,,N
576968,602353,,25000.0,25000.0,25000.0, 60 months,8.19%,509.19,A,A4,,< 1 year,MORTGAGE,175000.0,Verified,Jan-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=145619066,,debt_consolidation,Debt consolidation,780xx,TX,6.44,0.0,May-07,695.0,699.0,0.0,,,7.0,0.0,28231.0,82.10%,16.0,w,18156.43,18156.43,9651.86,9651.86,6843.57,2808.29,0.0,0.0,0.0,Aug-20,509.19,Sep-20,Aug-20,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,282309.0,0.0,1.0,0.0,0.0,31.0,13922.0,65.0,0.0,1.0,13706.0,76.0,34400.0,2.0,5.0,2.0,2.0,40330.0,2259.0,90.7,0.0,0.0,82.0,139.0,16.0,16.0,2.0,35.0,,4.0,,0.0,3.0,4.0,3.0,4.0,5.0,5.0,9.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,301216.0,42153.0,24400.0,21345.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
741379,126403,,26000.0,26000.0,26000.0, 36 months,7.56%,809.48,A,A3,Carpenter,10+ years,RENT,145000.0,Source Verified,Dec-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=163392611,,debt_consolidation,Debt consolidation,113xx,NY,12.14,0.0,Apr-04,755.0,759.0,2.0,34.0,,16.0,0.0,26112.0,19.80%,32.0,w,20719.22,20719.22,6459.46,6459.46,5280.78,1178.68,0.0,0.0,0.0,Aug-20,809.48,Sep-20,Aug-20,739.0,735.0,0.0,,1.0,Individual,,,,0.0,0.0,39470.0,2.0,2.0,0.0,0.0,29.0,13358.0,30.0,3.0,3.0,7837.0,22.0,131800.0,0.0,2.0,2.0,3.0,2467.0,95663.0,16.4,0.0,0.0,83.0,188.0,4.0,4.0,0.0,4.0,34.0,4.0,34.0,0.0,7.0,10.0,9.0,14.0,7.0,14.0,25.0,10.0,16.0,0.0,0.0,0.0,3.0,96.9,0.0,0.0,0.0,176561.0,39470.0,114400.0,44761.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1979693,181680,,35000.0,35000.0,35000.0, 60 months,17.74%,883.83,C,C5,Insurance adjuster,6 years,MORTGAGE,130000.0,Not Verified,Nov-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=161534567,,debt_consolidation,Debt consolidation,331xx,FL,21.22,0.0,May-03,680.0,684.0,0.0,,,10.0,0.0,65703.0,75.20%,20.0,w,31500.39,31500.39,7919.98,7919.98,3499.61,4420.37,0.0,0.0,0.0,Aug-20,883.83,Sep-20,Aug-20,709.0,705.0,1.0,,1.0,Individual,,,,0.0,99.0,300477.0,2.0,2.0,0.0,1.0,20.0,40452.0,37.0,1.0,1.0,22629.0,68.0,87400.0,1.0,0.0,5.0,3.0,33386.0,14697.0,81.7,0.0,0.0,198.0,152.0,5.0,5.0,3.0,5.0,,5.0,,0.0,5.0,5.0,6.0,8.0,4.0,7.0,13.0,5.0,10.0,0.0,0.0,0.0,2.0,100.0,80.0,0.0,0.0,345650.0,106155.0,80400.0,60700.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1803408,310392,,24000.0,24000.0,24000.0, 60 months,11.02%,522.06,B,B2,Project Coordinator,10+ years,MORTGAGE,125000.0,Not Verified,Aug-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=157291719,,home_improvement,Home improvement,212xx,MD,24.33,0.0,Aug-04,735.0,739.0,0.0,,,9.0,0.0,5731.0,69%,43.0,w,20191.53,20191.53,6250.03,6250.03,3808.47,2441.56,0.0,0.0,0.0,Aug-20,522.06,Sep-20,Aug-20,799.0,795.0,0.0,,1.0,Individual,,,,0.0,0.0,219963.0,0.0,3.0,1.0,1.0,8.0,23518.0,34.0,0.0,0.0,2745.0,37.0,8300.0,0.0,4.0,0.0,1.0,27495.0,987.0,74.0,0.0,0.0,148.0,180.0,32.0,8.0,7.0,49.0,,,,0.0,2.0,4.0,3.0,15.0,12.0,5.0,24.0,4.0,9.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,281014.0,29249.0,3800.0,70207.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1190711,2200248,,22000.0,22000.0,22000.0, 36 months,7.26%,681.92,A,A4,Client Relationship Specialist,< 1 year,MORTGAGE,65000.0,Not Verified,Aug-15,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57014253,,debt_consolidation,Debt consolidation,773xx,TX,31.31,0.0,Sep-99,750.0,754.0,0.0,,,14.0,0.0,23974.0,37.20%,31.0,w,0.0,0.0,24178.5467,24178.55,22000.0,2178.55,0.0,0.0,0.0,Jun-17,9867.1,,Jul-18,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,268358.0,,,,,,,,,,,,64500.0,,,,3.0,26836.0,37526.0,39.0,0.0,0.0,190.0,159.0,6.0,6.0,2.0,6.0,,11.0,,0.0,4.0,4.0,5.0,8.0,16.0,6.0,13.0,4.0,14.0,0.0,0.0,0.0,3.0,100.0,20.0,0.0,0.0,344286.0,93556.0,61500.0,102611.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1190213,2027307,,10200.0,10200.0,10200.0, 60 months,11.99%,226.85,C,C1,supervisor/dealer,3 years,RENT,56000.0,Verified,Dec-15,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67377410,,credit_card,Credit card refinancing,601xx,IL,13.91,0.0,Jul-12,675.0,679.0,1.0,,,4.0,0.0,7856.0,100.70%,4.0,w,884.47,884.47,12725.47,12725.47,9315.53,3409.94,0.0,0.0,0.0,Aug-20,226.85,Sep-20,Aug-20,544.0,540.0,0.0,,1.0,Individual,,,,0.0,0.0,23970.0,0.0,1.0,0.0,0.0,31.0,16114.0,64.0,0.0,0.0,5077.0,73.0,7800.0,3.0,0.0,5.0,0.0,5993.0,0.0,100.7,0.0,0.0,31.0,41.0,33.0,31.0,0.0,33.0,,1.0,,0.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,32950.0,23970.0,7800.0,25150.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
2265056,2042349,,13000.0,13000.0,13000.0, 60 months,9.76%,274.68,B,B3,,,OWN,30000.0,Verified,Dec-15,n,https://lendingclub.com/browse/loanDetail.action?loan_id=64651184,,debt_consolidation,Debt consolidation,286xx,NC,6.4,0.0,Jul-06,715.0,719.0,0.0,,,6.0,0.0,10596.0,33.70%,9.0,w,1076.67,1076.67,15378.27,15378.27,11923.33,3454.94,0.0,0.0,0.0,Aug-20,274.68,Sep-20,Aug-20,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,10596.0,,,,,,,,,,,,31400.0,,,,2.0,1766.0,16820.0,38.6,0.0,0.0,113.0,89.0,11.0,11.0,0.0,14.0,,11.0,,0.0,2.0,3.0,4.0,4.0,3.0,6.0,6.0,3.0,6.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,31400.0,10596.0,27400.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1900279,1348081,,38175.0,38175.0,38175.0, 60 months,9.93%,809.8,B,B2,Service manager,7 years,RENT,160000.0,Not Verified,Jul-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113098275,,credit_card,Credit card refinancing,068xx,CT,17.84,0.0,Jun-78,705.0,709.0,0.0,41.0,,11.0,0.0,27526.0,73.20%,20.0,w,0.0,0.0,45346.31787,45346.32,38175.0,7171.32,0.0,0.0,0.0,Oct-19,24207.28,,Apr-20,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,47830.0,0.0,2.0,0.0,1.0,15.0,20304.0,43.0,0.0,0.0,8384.0,56.0,37600.0,0.0,0.0,0.0,1.0,4348.0,10074.0,73.2,0.0,0.0,164.0,469.0,31.0,15.0,2.0,31.0,41.0,15.0,41.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,0.0,0.0,0.0,0.0,95.0,44.4,0.0,0.0,84808.0,47830.0,37600.0,47208.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
186491,1286560,,6000.0,6000.0,6000.0, 36 months,11.99%,199.26,B,B5,Senior mechanic,10+ years,MORTGAGE,90000.0,Source Verified,Sep-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=118184971,,home_improvement,Home improvement,945xx,CA,18.84,1.0,Dec-02,690.0,694.0,0.0,21.0,,9.0,0.0,5216.0,54.30%,17.0,w,0.0,0.0,4971.51,4971.51,3934.15,1037.36,0.0,0.0,0.0,Oct-19,199.26,,Aug-20,529.0,525.0,0.0,21.0,1.0,Individual,,,,0.0,0.0,526403.0,1.0,4.0,1.0,2.0,2.0,35338.0,58.0,0.0,1.0,4109.0,58.0,9600.0,1.0,2.0,2.0,4.0,58489.0,2874.0,61.7,0.0,0.0,74.0,176.0,19.0,2.0,4.0,26.0,53.0,9.0,21.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,8.0,3.0,9.0,0.0,0.0,1.0,2.0,70.6,0.0,0.0,0.0,560519.0,40554.0,7500.0,60702.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,Y
2651841,590483,,11000.0,11000.0,11000.0, 60 months,20.89%,296.91,D,D4,Teaching Assistant,6 years,RENT,62000.0,Source Verified,Feb-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=147087565,,debt_consolidation,Debt consolidation,920xx,CA,15.21,0.0,May-08,680.0,684.0,1.0,,,10.0,0.0,13786.0,57%,22.0,w,0.0,0.0,3588.13,3588.13,776.87,1288.73,0.0,1522.53,274.0554,Sep-19,296.91,,Mar-20,539.0,535.0,0.0,,1.0,Individual,,,,0.0,0.0,111238.0,1.0,3.0,0.0,0.0,39.0,97452.0,9.0,1.0,3.0,3773.0,35.0,24200.0,0.0,0.0,1.0,3.0,12360.0,7627.0,54.3,0.0,0.0,95.0,128.0,2.0,2.0,1.0,18.0,,2.0,,0.0,3.0,5.0,4.0,10.0,7.0,7.0,14.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,131672.0,111238.0,16700.0,107472.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,Y
2182460,1493396,,15000.0,15000.0,15000.0, 36 months,11.44%,494.22,B,B4,certified professional conroller,8 years,MORTGAGE,161000.0,Not Verified,Mar-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=102628809,,debt_consolidation,Debt consolidation,920xx,CA,22.93,0.0,Oct-04,720.0,724.0,2.0,,,21.0,0.0,42595.0,41.60%,37.0,w,0.0,0.0,16330.72761,16330.73,15000.0,1330.73,0.0,0.0,0.0,Jan-18,11892.28,,Aug-20,799.0,795.0,0.0,,1.0,Individual,,,,0.0,0.0,469308.0,3.0,3.0,1.0,2.0,8.0,61677.0,84.0,3.0,4.0,6534.0,51.0,102300.0,0.0,8.0,2.0,6.0,22348.0,35725.0,21.8,0.0,0.0,121.0,149.0,1.0,1.0,2.0,1.0,,1.0,,0.0,4.0,7.0,9.0,10.0,11.0,17.0,24.0,7.0,21.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,595854.0,104272.0,45700.0,108554.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
590723,249919,,40000.0,40000.0,40000.0, 36 months,7.02%,1235.45,A,A2,Repairman,10+ years,MORTGAGE,225000.0,Source Verified,Sep-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=159448831,,debt_consolidation,Debt consolidation,795xx,TX,14.91,0.0,Dec-06,765.0,769.0,0.0,,,7.0,0.0,8925.0,36.90%,43.0,w,28656.11,28656.11,13558.75,13558.75,11343.89,2214.86,0.0,0.0,0.0,Aug-20,1235.45,Sep-20,Aug-20,739.0,735.0,0.0,,1.0,Joint App,290000.0,16.49,Source Verified,0.0,0.0,74520.0,0.0,3.0,0.0,3.0,16.0,65595.0,55.0,0.0,1.0,4414.0,50.0,24200.0,0.0,0.0,0.0,4.0,10646.0,9765.0,37.8,0.0,0.0,149.0,153.0,22.0,16.0,1.0,29.0,,20.0,,0.0,2.0,4.0,2.0,3.0,35.0,4.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,127183.0,74520.0,15700.0,102983.0,46239.0,735.0,739.0,May-03,0.0,1.0,13.0,31.7,3.0,23.0,0.0,0.0,,N,,,,,,,,,,,,,,,N,,,,,,,N
1538281,1238313,,5000.0,5000.0,5000.0, 36 months,11.99%,166.05,B,B5,Consultant,1 year,MORTGAGE,106000.0,Source Verified,Oct-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120652658,,credit_card,Credit card refinancing,336xx,FL,24.17,1.0,May-06,660.0,664.0,0.0,16.0,,12.0,0.0,33951.0,96.70%,33.0,w,0.0,0.0,5705.417684,5705.42,5000.0,690.42,15.0,0.0,0.0,Apr-19,1204.85,,Apr-19,689.0,685.0,0.0,16.0,1.0,Individual,,,,0.0,0.0,358131.0,0.0,4.0,0.0,1.0,22.0,37228.0,59.0,0.0,1.0,14946.0,72.0,35100.0,1.0,4.0,1.0,4.0,32557.0,0.0,100.3,0.0,0.0,137.0,130.0,13.0,13.0,2.0,13.0,,7.0,,1.0,4.0,5.0,4.0,6.0,16.0,7.0,14.0,5.0,12.0,0.0,0.0,1.0,0.0,97.0,100.0,0.0,0.0,391961.0,71179.0,33600.0,63317.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
142771,1676627,,20000.0,20000.0,20000.0, 36 months,12.79%,671.86,C,C1,Legal Secretary,5 years,RENT,85000.0,Verified,Oct-16,n,https://lendingclub.com/browse/loanDetail.action?loan_id=90177428,,credit_card,Credit card refinancing,113xx,NY,18.66,1.0,Mar-99,660.0,664.0,1.0,14.0,,16.0,0.0,12359.0,60%,54.0,w,0.0,0.0,24167.00629,24167.01,20000.0,4167.01,0.0,0.0,0.0,May-19,3940.16,,Aug-20,809.0,805.0,0.0,14.0,1.0,Individual,,,,0.0,0.0,38919.0,3.0,2.0,1.0,1.0,4.0,25333.0,74.0,2.0,2.0,2961.0,62.0,20600.0,2.0,0.0,3.0,3.0,2432.0,2609.0,71.9,0.0,0.0,114.0,210.0,1.0,1.0,0.0,1.0,14.0,1.0,14.0,1.0,4.0,11.0,4.0,20.0,6.0,13.0,47.0,12.0,16.0,0.0,0.0,1.0,3.0,96.3,50.0,0.0,0.0,63161.0,38919.0,9300.0,34308.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
2327659,2214499,,25000.0,25000.0,25000.0, 36 months,15.61%,874.12,D,D1,Management analyst,5 years,OWN,80000.0,Source Verified,Aug-15,n,https://lendingclub.com/browse/loanDetail.action?loan_id=56068024,,debt_consolidation,Debt consolidation,731xx,OK,24.63,0.0,May-07,700.0,704.0,1.0,45.0,,12.0,0.0,20505.0,78.80%,40.0,f,0.0,0.0,29809.7222,29809.72,25000.0,4809.72,0.0,0.0,0.0,Jun-17,972.45,,Mar-20,654.0,650.0,0.0,,1.0,Individual,,,,0.0,0.0,196048.0,,,,,,,,,,,,26028.0,,,,9.0,19605.0,4395.0,82.3,0.0,0.0,83.0,98.0,7.0,7.0,1.0,22.0,,0.0,45.0,0.0,3.0,3.0,5.0,6.0,21.0,9.0,18.0,3.0,12.0,0.0,0.0,0.0,2.0,97.4,40.0,0.0,0.0,224981.0,66968.0,24900.0,55943.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
248545,1398765,,39000.0,39000.0,39000.0, 60 months,15.05%,928.84,C,C4,Assistant to General Counsel,10+ years,MORTGAGE,78000.0,Source Verified,Jun-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=107626515,,credit_card,Credit card refinancing,322xx,FL,14.86,0.0,Oct-86,680.0,684.0,0.0,,73.0,11.0,1.0,23392.0,30.90%,41.0,w,17760.59,17760.59,35230.7,35230.7,21239.41,13991.29,0.0,0.0,0.0,Aug-20,928.84,Sep-20,Aug-20,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,328849.0,1.0,1.0,0.0,2.0,15.0,33746.0,,2.0,2.0,9692.0,31.0,75600.0,0.0,0.0,0.0,5.0,36539.0,35208.0,39.9,0.0,0.0,129.0,368.0,5.0,5.0,5.0,5.0,,19.0,,0.0,4.0,4.0,7.0,17.0,14.0,9.0,22.0,4.0,10.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,403436.0,57138.0,58600.0,47641.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
541182,671474,,12800.0,12800.0,12800.0, 36 months,13.56%,434.75,C,C1,Accounts Receivable,2 years,RENT,30000.0,Verified,Dec-18,n,https://lendingclub.com/browse/loanDetail.action?loan_id=143558267,,credit_card,Credit card refinancing,070xx,NJ,38.96,0.0,Sep-11,690.0,694.0,0.0,,,8.0,0.0,13878.0,61.10%,8.0,w,0.0,0.0,14888.25,14888.25,12800.0,2088.25,0.0,0.0,0.0,Jun-20,6657.14,,Aug-20,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,27392.0,0.0,2.0,1.0,1.0,8.0,13514.0,57.0,2.0,3.0,5974.0,59.0,22700.0,0.0,0.0,3.0,4.0,3913.0,7808.0,62.5,0.0,0.0,28.0,86.0,10.0,8.0,0.0,11.0,,8.0,,0.0,4.0,5.0,5.0,5.0,2.0,6.0,6.0,5.0,8.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,46423.0,27392.0,20800.0,23723.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
